judul,kategori,tanggal_upload,waktu_upload,link_berita
"Resep Mi Goreng Spesial, Bumbu Raciknya Meresap",FOOD,28/01/2022, 09:11 WIB,https://www.kompas.com/food/read/2022/01/28/091100475/resep-mi-goreng-spesial-bumbu-raciknya-meresap
KPK: Eks Pramugari Garuda Siwi Widi Akan Kembalikan Uang Rp 647 Juta Terkait Kasus Pejabat Ditjen Pajak,NEWS,28/01/2022, 09:10 WIB,https://nasional.kompas.com/read/2022/01/28/09100451/kpk-eks-pramugari-garuda-siwi-widi-akan-kembalikan-uang-rp-647-juta-terkait
"Tanggapi Kritik Pelaksanaan PTM, Menkes: Belum Ada Anak-anak Dirawat di RS  ",NEWS,28/01/2022, 09:09 WIB,https://nasional.kompas.com/read/2022/01/28/09091731/tanggapi-kritik-pelaksanaan-ptm-menkes-belum-ada-anak-anak-dirawat-di-rs
"Wisata Gunung Batur Bali, Bisa Makan Telur yang Dimasak dari Panas Bumi",TRAVEL,28/01/2022, 09:09 WIB,https://travel.kompas.com/read/2022/01/28/090900727/wisata-gunung-batur-bali-bisa-makan-telur-yang-dimasak-dari-panas-bumi
"Kenapa eFootball PES 2021 Mobile Tidak Bisa Login, Ini Kata Konami",TEKNO,28/01/2022, 09:08 WIB,https://tekno.kompas.com/read/2022/01/28/09080027/kenapa-efootball-pes-2021-mobile-tidak-bisa-login-ini-kata-konami
UPDATE Corona Global 28 Januari 2022: Dominasi Varian Omicron di DKI Jakarta | Peningkatan Kasus Covid-19 di Korsel,TREN,28/01/2022, 09:05 WIB,https://www.kompas.com/tren/read/2022/01/28/090500465/update-corona-global-28-januari-2022--dominasi-varian-omicron-di-dki
"Feng Shui Larang Penempatan Cermin di Belakang Sofa, Mengapa?",HOMEY,28/01/2022, 09:04 WIB,https://www.kompas.com/homey/read/2022/01/28/090400476/feng-shui-larang-penempatan-cermin-di-belakang-sofa-mengapa-
Dirjen Bina Pemdes Kemendagri Beberkan Peran Penting Data Kependudukan dan Strategi Pengembangan Pemerintah Desa,ADVERTORIAL,28/01/2022, 09:03 WIB,https://biz.kompas.com/read/2022/01/28/090336028/dirjen-bina-pemdes-kemendagri-beberkan-peran-penting-data-kependudukan-dan
"Kasus Covid-19 Melonjak, Epidemiolog Ingatkan Ancaman Gelombang Ketiga",SAINS,28/01/2022, 09:03 WIB,https://www.kompas.com/sains/read/2022/01/28/090300923/kasus-covid-19-melonjak-epidemiolog-ingatkan-ancaman-gelombang-ketiga
Facebook Beri Notifikasi Screenshot di Percakapan Messenger,TEKNO,28/01/2022, 09:03 WIB,https://tekno.kompas.com/read/2022/01/28/09030027/facebook-beri-notifikasi-screenshot-di-percakapan-messenger
Menaksir Harga Hyundai Ioniq 5 yang Akan Diproduksi Lokal,OTOMOTIF,28/01/2022, 09:02 WIB,https://otomotif.kompas.com/read/2022/01/28/090200815/menaksir-harga-hyundai-ioniq-5-yang-akan-diproduksi-lokal
4 Pertolongan Pertama Saat Asam Lambung Naik,HEALTH,28/01/2022, 09:01 WIB,https://health.kompas.com/read/2020/10/05/060600268/4-pertolongan-pertama-saat-asam-lambung-naik
Ukraina Sebut Pasukan Rusia Tak Cukup Lancarkan Serangan Besar-besaran,GLOBAL,28/01/2022, 09:01 WIB,https://www.kompas.com/global/read/2022/01/28/090100770/ukraina-sebut-pasukan-rusia-tak-cukup-lancarkan-serangan-besar-besaran
"Jumpa Pertama SUV Flagship untuk Indonesia, Chery Tiggo 8 Pro",OTOMOTIF,28/01/2022, 09:00 WIB,https://otomotif.kompas.com/read/2022/01/28/090000515/jumpa-pertama-suv-flagship-untuk-indonesia-chery-tiggo-8-pro
4 Cara Mengetahui Lokasi Kantor Cabang dan ATM BSI Terdekat lewat HP,MONEY,28/01/2022, 09:00 WIB,https://money.kompas.com/read/2022/01/28/090000626/4-cara-mengetahui-lokasi-kantor-cabang-dan-atm-bsi-terdekat-lewat-hp
Penyakit Paru Interstisial,HEALTH,28/01/2022, 09:00 WIB,https://health.kompas.com/penyakit/read/2022/01/28/090000568/penyakit-paru-interstisial
"Asnawi Tonton Aksi ""Comeback"" Timnas Indonesia bareng Putra Shin Tae-yong",BOLA,28/01/2022, 09:00 WIB,https://bola.kompas.com/read/2022/01/28/09000088/asnawi-tonton-aksi-comeback-timnas-indonesia-bareng-putra-shin-tae-yong
"Agar Hobi Bisa Jadi ""Cuan"", Ada Tips yang Wajib Dicoba...",LIFESTYLE,28/01/2022, 09:00 WIB,https://lifestyle.kompas.com/read/2022/01/28/090000820/agar-hobi-bisa-jadi-cuan-ada-tips-yang-wajib-dicoba-
"Raymond Westerling, Hitler dari Belanda",STORI,28/01/2022, 09:00 WIB,https://www.kompas.com/stori/read/2022/01/28/090000579/raymond-westerling-hitler-dari-belanda
"Dukung Digitalisasi di Indonesia, United Tractors dan PAMA Gandeng  Microsoft Lakukan Transformasi Bisnis",ADVERTORIAL,28/01/2022, 09:00 WIB,https://biz.kompas.com/read/2022/01/28/090000928/dukung-digitalisasi-di-indonesia-united-tractors-dan-pama-gandeng-microsoft
Prinsip-prinsip Perilaku Organisasi,SKOLA,28/01/2022, 09:00 WIB,https://www.kompas.com/skola/read/2022/01/28/090000069/prinsip-prinsip-perilaku-organisasi
"Ketika PDI-P Pertimbangkan Ahok, Bukan Risma, Jadi Kepala Otorita IKN",NEWS,28/01/2022, 08:55 WIB,https://nasional.kompas.com/read/2022/01/28/08553341/ketika-pdi-p-pertimbangkan-ahok-bukan-risma-jadi-kepala-otorita-ikn
Polisi Dalami Keterkaitan 2 Perusahaan Pinjol Ilegal yang Digerebek di PIK 2,NEWS,28/01/2022, 08:53 WIB,https://megapolitan.kompas.com/read/2022/01/28/08535821/polisi-dalami-keterkaitan-2-perusahaan-pinjol-ilegal-yang-digerebek-di
"Berusia 90 Tahun, Methuselah Jadi Ikan Akuarium Tertua di Dunia",LIFESTYLE,28/01/2022, 08:52 WIB,https://lifestyle.kompas.com/read/2022/01/28/085233520/berusia-90-tahun-methuselah-jadi-ikan-akuarium-tertua-di-dunia
"Mau Ikut Lelang ""Bazaar Emas"" Pegadaian Saban Jumat? Ini Jadwal dan Syaratnya",MONEY,28/01/2022, 08:51 WIB,https://money.kompas.com/read/2022/01/28/085123726/mau-ikut-lelang-bazaar-emas-pegadaian-saban-jumat-ini-jadwal-dan-syaratnya
"Siswa, Ini Prasasti Kerajaan Tarumanegara",EDUKASI,28/01/2022, 08:47 WIB,https://edukasi.kompas.com/read/2022/01/28/084709771/siswa-ini-prasasti-kerajaan-tarumanegara
"Jokowi Ungkap 3 Investasi Kabel Bawah Laut, Hubungkan RI dengan Pantai Barat AS",MONEY,28/01/2022, 08:45 WIB,https://money.kompas.com/read/2022/01/28/084500026/jokowi-ungkap-3-investasi-kabel-bawah-laut-hubungkan-ri-dengan-pantai-barat-as
"Kasus Covid-19 Makin Parah, Mengapa Jakarta Masih Terapkan PPKM Level 2?",NEWS,28/01/2022, 08:42 WIB,https://megapolitan.kompas.com/read/2022/01/28/08424841/kasus-covid-19-makin-parah-mengapa-jakarta-masih-terapkan-ppkm-level-2
Red Bull KTM Factory Racing Luncurkan Livery Baru buat MotoGP 2022,OTOMOTIF,28/01/2022, 08:42 WIB,https://otomotif.kompas.com/read/2022/01/28/084200115/red-bull-ktm-factory-racing-luncurkan-livery-baru-buat-motogp-2022
"Kombinasi Guling Depan, Headstand, dan Guling Belakang",BOLA,28/01/2022, 08:40 WIB,https://www.kompas.com/sports/read/2022/01/28/08400078/kombinasi-guling-depan-headstand-dan-guling-belakang
"Bupati Blora soal Dugaan Kejanggalan Tes Perades: Kalau Ada yang Tidak Puas, Silakan Menggugat",REGIONAL,28/01/2022, 08:38 WIB,https://regional.kompas.com/read/2022/01/28/083852078/bupati-blora-soal-dugaan-kejanggalan-tes-perades-kalau-ada-yang-tidak-puas
Lirik dan Chord Lagu Incomplete - Jay Sean,HYPE,28/01/2022, 08:35 WIB,https://www.kompas.com/hype/read/2022/01/28/083500566/lirik-dan-chord-lagu-incomplete-jay-sean
Seorang Pelaku Perjalanan Asal Jakarta Jadi Kasus Covid-19 Pertama Kota Blitar Setelah Lebih dari 3 Bulan Nol Kasus,REGIONAL,28/01/2022, 08:33 WIB,https://surabaya.kompas.com/read/2022/01/28/083308978/seorang-pelaku-perjalanan-asal-jakarta-jadi-kasus-covid-19-pertama-kota
"Rincian Harga Emas Hari Ini di Pegadaian, dari 0,5 Gram hingga 1 Kg",MONEY,28/01/2022, 08:32 WIB,https://money.kompas.com/read/2022/01/28/083200426/rincian-harga-emas-hari-ini-di-pegadaian-dari-0-5-gram-hingga-1-kg
"Samsung Galaxy A33 dan A53 Belum Resmi, Sudah Lolos Uji di Indonesia",TEKNO,28/01/2022, 08:32 WIB,https://tekno.kompas.com/read/2022/01/28/08320047/samsung-galaxy-a33-dan-a53-belum-resmi-sudah-lolos-uji-di-indonesia
5 Ciri-ciri Planet Jupiter,SAINS,28/01/2022, 08:32 WIB,https://www.kompas.com/sains/read/2022/01/28/083200523/5-ciri-ciri-planet-jupiter
"3 Alasan Film The Policeman's Lineage Wajib Ditonton, Sedang Tayang di CGV!",HYPE,28/01/2022, 08:32 WIB,https://www.kompas.com/hype/read/2022/01/28/083200966/3-alasan-film-the-policeman-s-lineage-wajib-ditonton-sedang-tayang-di-cgv-
"Cerita Gibran soal Kehidupan Asmara Kakaknya, Gading Marten",HYPE,28/01/2022, 08:31 WIB,https://www.kompas.com/hype/read/2022/01/28/083123966/cerita-gibran-soal-kehidupan-asmara-kakaknya-gading-marten
Petinggi Perusahaan di Jepang Kaget Ibu Kota Negara Indonesia Dipindah ke Kalimantan,GLOBAL,28/01/2022, 08:31 WIB,https://www.kompas.com/global/read/2022/01/28/083100070/petinggi-perusahaan-di-jepang-kaget-ibu-kota-negara-indonesia-dipindah-ke
Cara Dapatkan Layanan Telekonsultasi dan Paket Obat Gratis untuk Pasien Isoman Covid-19 Omicron,TREN,28/01/2022, 08:30 WIB,https://www.kompas.com/tren/read/2022/01/28/083000565/cara-dapatkan-layanan-telekonsultasi-dan-paket-obat-gratis-untuk-pasien
"Sosok DJ Indah Cleo yang Tewas Saat Bentrokan di Sorong, Baru 3 Hari Kerja di Double O Club",REGIONAL,28/01/2022, 08:30 WIB,https://regional.kompas.com/read/2022/01/28/083000378/sosok-dj-indah-cleo-yang-tewas-saat-bentrokan-di-sorong-baru-3-hari-kerja
Ketika Kopi Petani Lokal Tampil di Gelaran Expo Dubai,MONEY,28/01/2022, 08:30 WIB,https://money.kompas.com/read/2022/01/28/083000326/ketika-kopi-petani-lokal-tampil-di-gelaran-expo-dubai
"IHSG Diprediksi Menguat, Simak Rekomendasi Sahamnya Hari Ini",MONEY,28/01/2022, 08:28 WIB,https://money.kompas.com/read/2022/01/28/082834226/ihsg-diprediksi-menguat-simak-rekomendasi-sahamnya-hari-ini
"Mudah, Cara Membuat Pupuk Organik dari Kulit Pisang",HOMEY,28/01/2022, 08:28 WIB,https://www.kompas.com/homey/read/2022/01/28/082800376/mudah-cara-membuat-pupuk-organik-dari-kulit-pisang
Menkes: Orang Indonesia Lebih Rajin Pakai Masker Dibanding Warga AS dan Eropa,NEWS,28/01/2022, 08:25 WIB,https://nasional.kompas.com/read/2022/01/28/08253731/menkes-orang-indonesia-lebih-rajin-pakai-masker-dibanding-warga-as-dan-eropa
Lirik dan Chord Lagu Eyes On You - Jay Sean,HYPE,28/01/2022, 08:25 WIB,https://www.kompas.com/hype/read/2022/01/28/082500766/lirik-dan-chord-lagu-eyes-on-you-jay-sean
"2021, Jumlah Ekspor TVS Indonesia Geser Kawasaki dan Suzuki",OTOMOTIF,28/01/2022, 08:22 WIB,https://otomotif.kompas.com/read/2022/01/28/082200115/2021-jumlah-ekspor-tvs-indonesia-geser-kawasaki-dan-suzuki
"Daftar 9 Mafia Pajak Indonesia: Gayus, Denok, hingga Angin",MONEY,28/01/2022, 08:20 WIB,https://money.kompas.com/read/2021/11/26/061927926/daftar-9-mafia-pajak-indonesia-gayus-denok-hingga-angin
[HOAKS] Video Taliban Menghancurkan Ribuan Ponsel di Afghanistan,CEK FAKTA,28/01/2022, 08:20 WIB,https://www.kompas.com/cekfakta/read/2022/01/28/082031482/hoaks-video-taliban-menghancurkan-ribuan-ponsel-di-afghanistan
Janji PSSI Usai Timnas Indonesia Tersingkir di Piala Asia Wanita 2022,BOLA,28/01/2022, 08:20 WIB,https://bola.kompas.com/read/2022/01/28/08200018/janji-pssi-usai-timnas-indonesia-tersingkir-di-piala-asia-wanita-2022
"Sampah Dibuang di Perbatasan Jaksel, Sudin LH: Sudah Diangkut, Ada Lagi",NEWS,28/01/2022, 08:19 WIB,https://megapolitan.kompas.com/read/2022/01/28/08194081/sampah-dibuang-di-perbatasan-jaksel-sudin-lh-sudah-diangkut-ada-lagi
"DJ Indah Cleo Dikabarkan Jadi Korban Bentrokan di Sorong, Begini Cara Polisi Lakukan Tes DNA",REGIONAL,28/01/2022, 08:18 WIB,https://regional.kompas.com/read/2022/01/28/081811678/dj-indah-cleo-dikabarkan-jadi-korban-bentrokan-di-sorong-begini-cara-polisi
"Nia Daniaty Ingin Jenguk Dorce tapi Dilarang, Kenapa?",HYPE,28/01/2022, 08:16 WIB,https://www.kompas.com/hype/read/2022/01/28/081609966/nia-daniaty-ingin-jenguk-dorce-tapi-dilarang-kenapa
Jokowi Harapkan Kontribusi B20 dalam Percepatan Transformasi Menuju Energi Hijau,NEWS,28/01/2022, 08:14 WIB,https://nasional.kompas.com/read/2022/01/28/08141241/jokowi-harapkan-kontribusi-b20-dalam-percepatan-transformasi-menuju-energi
"Jangan Sembarangan, Begini Aturan Pasang Kaca Film Mobil di Indonesia",OTOMOTIF,28/01/2022, 08:12 WIB,https://otomotif.kompas.com/read/2022/01/28/081200315/jangan-sembarangan-begini-aturan-pasang-kaca-film-mobil-di-indonesia
"IBL 2022, Tekad Forward  Amartha Hangtuah Tatap Seri 2 di Bandung",BOLA,28/01/2022, 08:11 WIB,https://www.kompas.com/sports/read/2022/01/28/08115378/ibl-2022-tekad-forward-amartha-hangtuah-tatap-seri-2-di-bandung
Lirik dan Chord Lagu Emergency - Jay Sean,HYPE,28/01/2022, 08:10 WIB,https://www.kompas.com/hype/read/2022/01/28/081000066/lirik-dan-chord-lagu-emergency-jay-sean
Dinkes DKI: 458.527 Orang Sudah Divaksinasi Booster di Jakarta,NEWS,28/01/2022, 08:09 WIB,https://megapolitan.kompas.com/read/2022/01/28/08094911/dinkes-dki-458527-orang-sudah-divaksinasi-booster-di-jakarta
"Sinopsis Seabiscuit, Kisah Kuda Pacu Legendaris",HYPE,28/01/2022, 08:09 WIB,https://www.kompas.com/hype/read/2022/01/28/080900066/sinopsis-seabiscuit-kisah-kuda-pacu-legendaris
13 Makanan yang Pantang Dipesan Saat Kencan Pertama,LIFESTYLE,28/01/2022, 08:08 WIB,https://lifestyle.kompas.com/read/2022/01/28/080800220/13-makanan-yang-pantang-dipesan-saat-kencan-pertama
"Ayu Thalia Diperiksa sebagai Tersangka, Belum Mau Berdamai dengan Nicholas Sean",HYPE,28/01/2022, 08:06 WIB,https://www.kompas.com/hype/read/2022/01/28/080651966/ayu-thalia-diperiksa-sebagai-tersangka-belum-mau-berdamai-dengan-nicholas
"Resep Susu Stroberi Creamy Pakai Buah Asli, Manisnya Pas",FOOD,28/01/2022, 08:06 WIB,https://www.kompas.com/food/read/2022/01/28/080600875/resep-susu-stroberi-creamy-pakai-buah-asli-manisnya-pas
"Lowongan Kerja Januari 2022: Dari BPJamsostek, PT Brantas Abipraya, hingga BCA",TREN,28/01/2022, 08:05 WIB,https://www.kompas.com/tren/read/2022/01/28/080500265/lowongan-kerja-januari-2022-dari-bpjamsostek-pt-brantas-abipraya-hingga-bca
Wuling Mendaftarkan Dua Desain Mobil Mungil di Indonesia,OTOMOTIF,28/01/2022, 08:02 WIB,https://otomotif.kompas.com/read/2022/01/28/080200615/wuling-mendaftarkan-dua-desain-mobil-mungil-di-indonesia
2 Intervensi Gizi Bantu Percepatan Penurunan Stunting dengan Target 14 Persen 2024,SAINS,28/01/2022, 08:01 WIB,https://www.kompas.com/sains/read/2022/01/28/080100223/2-intervensi-gizi-bantu-percepatan-penurunan-stunting-dengan-target-14
"Omicron Mengganas, Mayoritas Kasus Covid-19 di Inggris Infeksi Ulang",GLOBAL,28/01/2022, 08:01 WIB,https://www.kompas.com/global/read/2022/01/28/080100970/omicron-mengganas-mayoritas-kasus-covid-19-di-inggris-infeksi-ulang
"Didemo Ahli Waris Lahan Bintaro Xchange, PT Jaya Real Property: Mal Dibangun Sah secara Hukum",NEWS,28/01/2022, 08:00 WIB,https://megapolitan.kompas.com/read/2022/01/28/08004581/didemo-ahli-waris-lahan-bintaro-xchange-pt-jaya-real-property-mal
"Studi: Kencan Online Hanya Buang-buang Waktu, Ini Alasannya",LIFESTYLE,28/01/2022, 08:00 WIB,https://lifestyle.kompas.com/read/2022/01/28/080041120/studi-kencan-online-hanya-buang-buang-waktu-ini-alasannya
Lirik dan Chord Lagu All Or Nothing - Jay Sean,HYPE,28/01/2022, 08:00 WIB,https://www.kompas.com/hype/read/2022/01/28/080000266/lirik-dan-chord-lagu-all-or-nothing-jay-sean
"Bayar PBB Online Bisa Lewat Gojek dan OVO, Simak Caranya",MONEY,28/01/2022, 08:00 WIB,https://money.kompas.com/read/2022/01/28/080000826/bayar-pbb-online-bisa-lewat-gojek-dan-ovo-simak-caranya
Tanda-tanda Awal Gangguan Bipolar pada Remaja,HEALTH,28/01/2022, 08:00 WIB,https://health.kompas.com/read/2022/01/28/080000368/tanda-tanda-awal-gangguan-bipolar-pada-remaja
4 Tahapan Proses Penetrasi Sosial,SKOLA,28/01/2022, 08:00 WIB,https://www.kompas.com/skola/read/2022/01/28/080000269/4-tahapan-proses-penetrasi-sosial
Jawaban Shin Tae-yong Saat Ditanya soal Performa Dedik Setiawan,BOLA,28/01/2022, 08:00 WIB,https://bola.kompas.com/read/2022/01/28/08000068/jawaban-shin-tae-yong-saat-ditanya-soal-performa-dedik-setiawan
"Tips untuk Menemukan Cinta Baru, Layak Dicoba...",LIFESTYLE,28/01/2022, 08:00 WIB,https://lifestyle.kompas.com/read/2022/01/28/080000820/tips-untuk-menemukan-cinta-baru-layak-dicoba-
"Nawaksara, Pidato Pertanggungjawaban Soekarno yang Ditolak MPRS",STORI,28/01/2022, 08:00 WIB,https://www.kompas.com/stori/read/2022/01/28/080000579/nawaksara-pidato-pertanggungjawaban-soekarno-yang-ditolak-mprs
Tanggapan Pemerintah soal Kesepatan FIR yang Dinilai Rugikan Indonesia,NEWS,28/01/2022, 07:56 WIB,https://nasional.kompas.com/read/2022/01/28/07564541/tanggapan-pemerintah-soal-kesepatan-fir-yang-dinilai-rugikan-indonesia
"Oknum TNI yang Sekap Pengusaha di Depok Jalani Sidang Militer, Didakwa Pasal Berlapis",NEWS,28/01/2022, 07:55 WIB,https://megapolitan.kompas.com/read/2022/01/28/07551671/oknum-tni-yang-sekap-pengusaha-di-depok-jalani-sidang-militer-didakwa
Amankah Memasak dengan Wajan Besi Cor di Kompor Kaca?,HOMEY,28/01/2022, 07:52 WIB,https://www.kompas.com/homey/read/2022/01/28/075200476/amankah-memasak-dengan-wajan-besi-cor-di-kompor-kaca-
"Cerita di Balik Permohonan Suntik Mati Nazaruddin Razali yang Ditolak Pengadilan, Ada Keramba yang Direlokasi",REGIONAL,28/01/2022, 07:50 WIB,https://regional.kompas.com/read/2022/01/28/075000678/cerita-di-balik-permohonan-suntik-mati-nazaruddin-razali-yang-ditolak
"Sinopsis Captain Fantastic, Pentingnya Peran Ayah dalam Keluarga",HYPE,28/01/2022, 07:47 WIB,https://www.kompas.com/hype/read/2022/01/28/074700666/sinopsis-captain-fantastic-pentingnya-peran-ayah-dalam-keluarga
Kemenhub Siapkan Transportasi Cerdas dan Terintegrasi di IKN,MONEY,28/01/2022, 07:45 WIB,https://money.kompas.com/read/2022/01/28/074549126/kemenhub-siapkan-transportasi-cerdas-dan-terintegrasi-di-ikn
Lirik dan Chord Lagu Do You Remember - Jay Sean,HYPE,28/01/2022, 07:44 WIB,https://www.kompas.com/hype/read/2022/01/28/074427266/lirik-dan-chord-lagu-do-you-remember-jay-sean
"Penjualan iPhone Naik, iPad Turun",TEKNO,28/01/2022, 07:43 WIB,https://tekno.kompas.com/read/2022/01/28/07430977/penjualan-iphone-naik-ipad-turun
Tren Pembelian Tiket MotoGP Mandalika Terus Meningkat,OTOMOTIF,28/01/2022, 07:42 WIB,https://otomotif.kompas.com/read/2022/01/28/074200415/tren-pembelian-tiket-motogp-mandalika-terus-meningkat
"Tanggapan Shin Tae-yong soal Ronaldo Pakai Nomor 10, Marselino 7",BOLA,28/01/2022, 07:40 WIB,https://bola.kompas.com/read/2022/01/28/07400068/tanggapan-shin-tae-yong-soal-ronaldo-pakai-nomor-10-marselino-7
"Kasus Covid-19 Melonjak, Mengapa Dinkes DKI Anggap Sekolah Tatap Muka Masih Aman?",NEWS,28/01/2022, 07:39 WIB,https://megapolitan.kompas.com/read/2022/01/28/07394331/kasus-covid-19-melonjak-mengapa-dinkes-dki-anggap-sekolah-tatap-muka
"Diduga Terima Suap Rp 1,4 M dari Proyek Pembangunan Rumah MBR, ASN di NTT Ditahan",REGIONAL,28/01/2022, 07:36 WIB,https://regional.kompas.com/read/2022/01/28/073608078/diduga-terima-suap-rp-14-m-dari-proyek-pembangunan-rumah-mbr-asn-di-ntt
"Hari Ini dalam Sejarah: Uni Soviet Menembak Pesawat Jet AS, Tiga Orang Perwira Tewas",TREN,28/01/2022, 07:34 WIB,https://www.kompas.com/tren/read/2022/01/28/073400465/hari-ini-dalam-sejarah--uni-soviet-menembak-pesawat-jet-as-tiga-orang
"Sinopsis Serial Monarch, Kisah Keluarga Musisi",HYPE,28/01/2022, 07:33 WIB,https://www.kompas.com/hype/read/2022/01/28/073308566/sinopsis-serial-monarch-kisah-keluarga-musisi
"Hanya Tawarkan Helm untuk Ukraina, Jerman Diolok-olok Warganya Sendiri",GLOBAL,28/01/2022, 07:31 WIB,https://www.kompas.com/global/read/2022/01/28/073100370/hanya-tawarkan-helm-untuk-ukraina-jerman-diolok-olok-warganya-sendiri
[POPULER SAINS]: Omicron Bertahan di Permukaan Plastik | Keraguan Pedagang Pasar tentang Vaksin | Matahari Terbenam Lebih Lambat,SAINS,28/01/2022, 07:31 WIB,https://www.kompas.com/sains/read/2022/01/28/073100623/populer-sains-omicron-bertahan-di-permukaan-plastik-keraguan-pedagang
"Cara Bayar Paspor di M-Paspor via ATM, M-Banking, dan Internet Banking",TRAVEL,28/01/2022, 07:31 WIB,https://travel.kompas.com/read/2022/01/28/073100627/cara-bayar-paspor-di-m-paspor-via-atm-m-banking-dan-internet-banking
Dinkes DKI: 90 Persen Hasil Pemeriksaan WGS Covid-19 di Jakarta adalah Omicron,NEWS,28/01/2022, 07:30 WIB,https://megapolitan.kompas.com/read/2022/01/28/07302521/dinkes-dki-90-persen-hasil-pemeriksaan-wgs-covid-19-di-jakarta-adalah
"Diminta IMF Sudahi ""Burden Sharing"", BI Janji Berakhir Tahun Ini",MONEY,28/01/2022, 07:30 WIB,https://money.kompas.com/read/2022/01/28/073000426/diminta-imf-sudahi-burden-sharing-bi-janji-berakhir-tahun-ini
80 Produk UMKM Jakarta Selatan Bersaing Masuk Indomaret,UMKM,28/01/2022, 07:28 WIB,https://umkm.kompas.com/read/2022/01/28/072821483/80-produk-umkm-jakarta-selatan-bersaing-masuk-indomaret
"Jangan Sampai Mobil Kena Derek, Pahami Istilah Parkir dan Berhenti",OTOMOTIF,28/01/2022, 07:22 WIB,https://otomotif.kompas.com/read/2022/01/28/072200615/jangan-sampai-mobil-kena-derek-pahami-istilah-parkir-dan-berhenti
"Robin Gosens Resmi ke Inter Milan, Misi Teruskan Tradisi Juara Jerman",BOLA,28/01/2022, 07:20 WIB,https://bola.kompas.com/read/2022/01/28/07200048/robin-gosens-resmi-ke-inter-milan-misi-teruskan-tradisi-juara-jerman
Satu dari 5 Warga Batam Probable Omicron Bagian Rombongan Kunjungan Kerja Presiden Jokowi,REGIONAL,28/01/2022, 07:18 WIB,https://regional.kompas.com/read/2022/01/28/071840178/satu-dari-5-warga-batam-probable-omicron-bagian-rombongan-kunjungan-kerja
"Polisi Gerebek Lagi Pinjol Ilegal di PIK, 1 dari 27 Orang yang Diamankan adalah WNA",NEWS,28/01/2022, 07:17 WIB,https://megapolitan.kompas.com/read/2022/01/28/07171041/polisi-gerebek-lagi-pinjol-ilegal-di-pik-1-dari-27-orang-yang-diamankan
